"transcript_id" "gene_id" "gene_name"
"5923" "ENSDART00000124349.3" "ENSDARG00000054060" "unknown.2636"
"5924" "ENSDART00000124360.3" "ENSDARG00000088453" "or42c4"
"5925" "ENSDART00000124425.3" "ENSDARG00000038977" "slc25a24l_t2"
"5926" "ENSDART00000124426.3" "ENSDARG00000078509" "socs4"
"5927" "ENSDART00000124559.3" "ENSDARG00000090664" "unknown.2637"
"5928" "ENSDART00000124677.3" "ENSDARG00000089887" "unknown.2638"
"5929" "ENSDART00000124818.4" "ENSDARG00000031756" "mef2aa_t1"
"5930" "ENSDART00000124850.3" "ENSDARG00000027658" "irf10_t1"
"5931" "ENSDART00000124872.3" "ENSDARG00000089831" "unknown.2639"
"5932" "ENSDART00000124995.3" "ENSDARG00000090119" "unknown.2640"
"5933" "ENSDART00000124997.3" "ENSDARG00000091304" "card19_t1"
"5934" "ENSDART00000125032.3" "ENSDARG00000036542" "PKNOX1_t1"
"5935" "ENSDART00000125037.3" "ENSDARG00000052766" "EVI5L_t2"
"5936" "ENSDART00000125049.3" "ENSDARG00000031709" "mllt1b_t1"
"5937" "ENSDART00000125128.2" "ENSDARG00000113399" "unknown.2641"
"5938" "ENSDART00000125171.4" "ENSDARG00000112070" "unknown.2642"
"5939" "ENSDART00000125238.3" "ENSDARG00000091025" "unknown.2643"
"5940" "ENSDART00000125262.3" "ENSDARG00000014373" "ddx4_t2"
"5941" "ENSDART00000125313.3" "ENSDARG00000112229" "ube3c_g1t1"
"5942" "ENSDART00000125340.3" "ENSDARG00000090277" "unknown.2644"
"5943" "ENSDART00000125431.3" "ENSDARG00000076451" "PRDM2_t1"
"5944" "ENSDART00000125444.3" "ENSDARG00000028159" "tead1a_t1"
"5945" "ENSDART00000125449.3" "ENSDARG00000088762" "unknown.2645"
"5946" "ENSDART00000125466.2" "ENSDARG00000053774" "alpi.2_t1"
"5947" "ENSDART00000125526.3" "ENSDARG00000086880" "unknown.2646"
"5948" "ENSDART00000125555.2" "ENSDARG00000042530" "nup205_g1t2"
"5949" "ENSDART00000125585.3" "ENSDARG00000086633" "or42d1"
"5950" "ENSDART00000125589.3" "ENSDARG00000037142" "cfap96_g1t1"
"5951" "ENSDART00000125652.3" "ENSDARG00000077818" "nrg2a_t1"
"5952" "ENSDART00000125730.3" "ENSDARG00000089377" "unknown.2647"
"5953" "ENSDART00000125860.3" "ENSDARG00000020606" "nfe2_t1"
"5954" "ENSDART00000125967.3" "ENSDARG00000086314" "ACKR2"
"5955" "ENSDART00000126018.3" "ENSDARG00000068157" "ehmt1a_t1"
"5956" "ENSDART00000126096.3" "ENSDARG00000087446" "mmd2a_t1"
"5957" "ENSDART00000126148.3" "ENSDARG00000087575" "unknown.2648"
"5958" "ENSDART00000126177.3" "ENSDARG00000038812" "e2f5_t1"
"5959" "ENSDART00000126236.3" "ENSDARG00000006253" "mier3a_t1"
"5960" "ENSDART00000126380.3" "ENSDARG00000091489" "unknown.2649"
"5961" "ENSDART00000126403.4" "ENSDARG00000026098" "si:dkey-13a21.4_g1t1"
"5962" "ENSDART00000126413.3" "ENSDARG00000090699" "unknown.2650"
"5963" "ENSDART00000126537.3" "ENSDARG00000089310" "gc_t1"
"5964" "ENSDART00000126625.2" "ENSDARG00000075508" "unknown.2651"
"5965" "ENSDART00000126629.3" "ENSDARG00000088911" "cbln17"
"5966" "ENSDART00000126641.3" "ENSDARG00000029168" "ppfibp2b_t1"
"5967" "ENSDART00000126678.4" "ENSDARG00000019060" "snx12_t1"
"5968" "ENSDART00000126740.3" "ENSDARG00000076969" "unknown.2652"
"5969" "ENSDART00000126799.4" "ENSDARG00000070852" "zgc:195077"
"5970" "ENSDART00000126831.2" "ENSDARG00000000767" "spi1b_t2"
"5971" "ENSDART00000126845.4" "ENSDARG00000103158" "ldb1b_t1"
"5972" "ENSDART00000126892.3" "ENSDARG00000090741" "unknown.2653"
"5973" "ENSDART00000126908.3" "ENSDARG00000032380" "ompb_g1t1"
"5974" "ENSDART00000126941.2" "ENSDARG00000075850" "unknown.2654"
"5975" "ENSDART00000126952.3" "ENSDARG00000068923" "umodl1_t1"
"5976" "ENSDART00000126995.3" "ENSDARG00000088493" "unknown.2655"
"5977" "ENSDART00000127034.3" "ENSDARG00000090192" "unknown.2656"
"5978" "ENSDART00000127049.3" "ENSDARG00000089383" "il1fma"
"5979" "ENSDART00000127069.2" "ENSDARG00000073913" "pimr213"
"5980" "ENSDART00000127145.4" "ENSDARG00000019945" "ptprdb_t1"
"5981" "ENSDART00000127212.3" "ENSDARG00000105043" "unknown.2657"
"5982" "ENSDART00000127255.3" "ENSDARG00000088219" "unknown.2658"
"5983" "ENSDART00000127358.3" "ENSDARG00000088167" "unknown.2659"
"5984" "ENSDART00000127365.3" "ENSDARG00000010194" "eif4bb_g1t1"
"5985" "ENSDART00000127426.3" "ENSDARG00000090408" "unknown.2660"
"5986" "ENSDART00000127447.4" "ENSDARG00000088846" "or42d3"
"5987" "ENSDART00000127485.4" "ENSDARG00000025658" "or42e3_t2"
"5988" "ENSDART00000127545.3" "ENSDARG00000056723" "fhad1_t3"
"5989" "ENSDART00000127554.3" "ENSDARG00000021855" "arnt_g1t2"
"5990" "ENSDART00000127576.3" "ENSDARG00000090038" "unknown.2661"
"5991" "ENSDART00000127614.4" "ENSDARG00000041381" "bmal2_t1"
"5992" "ENSDART00000127633.3" "ENSDARG00000053646" "adrb3a_t1"
"5993" "ENSDART00000127635.3" "ENSDARG00000053106" "cep44_t1"
"5994" "ENSDART00000127656.3" "ENSDARG00000090002" "CLN6_t2"
"5995" "ENSDART00000127717.3" "ENSDARG00000089661" "unknown.2662"
"5996" "ENSDART00000127748.3" "ENSDARG00000087631" "nitr1m"
"5997" "ENSDART00000127797.3" "ENSDARG00000097979" "ugt1b3"
"5998" "ENSDART00000127813.3" "ENSDARG00000021135" "dhrs4_t1"
"5999" "ENSDART00000127843.3" "ENSDARG00000032155" "ppm1aa_t1"
"6000" "ENSDART00000127849.3" "ENSDARG00000090601" "unknown.2663"
"6001" "ENSDART00000127919.3" "ENSDARG00000056780" "SSH1_g1t1"
"6002" "ENSDART00000127988.3" "ENSDARG00000059097" "NKTR_t2"
"6003" "ENSDART00000128017.2" "ENSDARG00000115938" "unknown.2664"
"6004" "ENSDART00000128037.3" "ENSDARG00000087297" "unknown.2665"
"6005" "ENSDART00000128108.3" "ENSDARG00000089331" "urahb"
"6006" "ENSDART00000128127.4" "ENSDARG00000091061" "SLC38A3_t1"
"6007" "ENSDART00000128189.3" "ENSDARG00000038191" "smtla"
"6008" "ENSDART00000128276.2" "ENSDARG00000097024" "ugt1b4"
"6009" "ENSDART00000128345.3" "ENSDARG00000035966" "pgr"
"6010" "ENSDART00000128367.3" "ENSDARG00000071025" "dytn_t1"
"6011" "ENSDART00000128381.3" "ENSDARG00000057568" "unknown.2666"
"6012" "ENSDART00000128514.2" "ENSDARG00000013847" "egfra_t2"
"6013" "ENSDART00000128629.3" "ENSDARG00000009242" "fev_t1"
"6014" "ENSDART00000128636.3" "ENSDARG00000062216" "narfl_t1"
"6015" "ENSDART00000128684.3" "ENSDARG00000091555" "ostf1_g1t1"
"6016" "ENSDART00000128696.3" "ENSDARG00000086186" "opn8a"
"6017" "ENSDART00000128865.3" "ENSDARG00000087911" "psme4a_t1"
"6018" "ENSDART00000128869.4" "ENSDARG00000089162" "afap1l1a_g1t1"
"6019" "ENSDART00000128873.2" "ENSDARG00000088019" "unknown.2667"
"6020" "ENSDART00000128881.3" "ENSDARG00000075203" "zgc:195212_t2"
"6021" "ENSDART00000128922.3" "ENSDARG00000088893" "si:dkey-238d18.3_t2"
"6022" "ENSDART00000128939.3" "ENSDARG00000057276" "iqca1_t1"
"6023" "ENSDART00000128965.3" "ENSDARG00000056525" "bcar1_t2"
"6024" "ENSDART00000129030.3" "ENSDARG00000086017" "nxf1a_t2"
"6025" "ENSDART00000129072.3" "ENSDARG00000089853" "unknown.2668"
"6026" "ENSDART00000129100.3" "ENSDARG00000088631" "unknown.2669"
"6027" "ENSDART00000129168.3" "ENSDARG00000058280" "unknown.2670"
"6028" "ENSDART00000129216.3" "ENSDARG00000102927" "unknown.2671"
"6029" "ENSDART00000129254.2" "ENSDARG00000115644" "zgc:113984"
"6030" "ENSDART00000129354.2" "ENSDARG00000069423" "tmie_t1"
"6031" "ENSDART00000129363.3" "ENSDARG00000112920" "ivd_g1t1"
"6032" "ENSDART00000129481.4" "ENSDARG00000086628" "stk19_t1"
"6033" "ENSDART00000129484.4" "ENSDARG00000051876" "ush1c_t1"
"6034" "ENSDART00000129502.3" "ENSDARG00000087756" "unknown.2672"
"6035" "ENSDART00000129509.3" "ENSDARG00000017093" "emc8_t1"
"6036" "ENSDART00000129549.3" "ENSDARG00000113141" "unknown.2673"
"6037" "ENSDART00000129569.4" "ENSDARG00000043559" "gle1_t1"
"6038" "ENSDART00000129570.3" "ENSDARG00000101490" "unknown.2674"
"6039" "ENSDART00000129659.4" "ENSDARG00000036458" "prlhr2b"
"6040" "ENSDART00000129685.3" "ENSDARG00000111824" "unknown.2675"
"6041" "ENSDART00000129776.3" "ENSDARG00000041429" "ints14_g1t1"
"6042" "ENSDART00000129828.4" "ENSDARG00000041348" "cyp19a1a_g2t1"
"6043" "ENSDART00000129864.3" "ENSDARG00000088906" "unknown.2676"
"6044" "ENSDART00000129886.3" "ENSDARG00000091207" "MLNR"
"6045" "ENSDART00000129888.3" "ENSDARG00000088984" "cep131_g1t1"
"6046" "ENSDART00000129952.3" "ENSDARG00000091198" "urm1_t1"
"6047" "ENSDART00000129954.4" "ENSDARG00000078189" "crygm3_g1t1"
"6048" "ENSDART00000129989.3" "ENSDARG00000090981" "C14HXorf65"
"6049" "ENSDART00000129993.3" "ENSDARG00000088927" "unknown.2677"
"6050" "ENSDART00000130023.4" "ENSDARG00000003675" "cryl1_t1"
"6051" "ENSDART00000130050.3" "ENSDARG00000087911" "psme4a_t2"
"6052" "ENSDART00000130055.4" "ENSDARG00000060645" "SIRT7_t1"
"6053" "ENSDART00000130089.3" "ENSDARG00000089879" "unknown.2678"
"6054" "ENSDART00000130147.4" "ENSDARG00000035771" "unknown.2679"
"6055" "ENSDART00000130281.5" "ENSDARG00000090851" "unknown.2680"
"6056" "ENSDART00000130297.3" "ENSDARG00000109384" "unknown.2681"
"6057" "ENSDART00000130355.4" "ENSDARG00000026925" "nos2a"
"6058" "ENSDART00000130371.3" "ENSDARG00000053026" "KIF19_t1"
"6059" "ENSDART00000130375.3" "ENSDARG00000110356" "rap1gapa_g1t1"
"6060" "ENSDART00000130382.3" "ENSDARG00000016481" "ptpn2a_t1"
"6061" "ENSDART00000130393.3" "ENSDARG00000068812" "TLR7"
"6062" "ENSDART00000130410.3" "ENSDARG00000089131" "unknown.2682"
"6063" "ENSDART00000130483.4" "ENSDARG00000086218" "nkd3"
"6064" "ENSDART00000130492.4" "ENSDARG00000039217" "orc1_g1t2"
"6065" "ENSDART00000130515.3" "ENSDARG00000087245" "unknown.2683"
"6066" "ENSDART00000130539.2" "ENSDARG00000051804" "unknown.2684"
"6067" "ENSDART00000130541.3" "ENSDARG00000090234" "bmf1"
"6068" "ENSDART00000130589.3" "ENSDARG00000031814" "dhrs13b.1_g1t1"
"6069" "ENSDART00000130595.2" "ENSDARG00000041003" "unknown.2685"
"6070" "ENSDART00000130627.3" "ENSDARG00000017617" "alg6_t1"
"6071" "ENSDART00000130704.3" "ENSDARG00000087909" "il4"
"6072" "ENSDART00000130720.3" "ENSDARG00000040990" "usp37_t1"
"6073" "ENSDART00000130832.4" "ENSDARG00000008480" "trmt61a_t1"
"6074" "ENSDART00000130843.3" "ENSDARG00000016695" "p2rx1_g2t1"
"6075" "ENSDART00000130867.2" "ENSDARG00000109642" "unknown.2686"
"6076" "ENSDART00000130869.3" "ENSDARG00000097238" "ba1l"
"6077" "ENSDART00000130899.3" "ENSDARG00000089780" "unknown.2687"
"6078" "ENSDART00000130984.4" "ENSDARG00000088316" "unknown.2688"
"6079" "ENSDART00000130989.4" "ENSDARG00000115370" "cltca_g1t1"
"6080" "ENSDART00000131025.3" "ENSDARG00000086091" "unknown.2689"
"6081" "ENSDART00000131069.4" "ENSDARG00000016454" "esr2a"
"6082" "ENSDART00000131080.3" "ENSDARG00000033726" "tshba_g1t1"
"6083" "ENSDART00000131142.3" "ENSDARG00000114908" "unknown.2690"
"6084" "ENSDART00000131182.3" "ENSDARG00000068840" "ppt2a.1"
"6085" "ENSDART00000131238.4" "ENSDARG00000040303" "nbn_t1"
"6086" "ENSDART00000131243.5" "ENSDARG00000086130" "unknown.2691"
"6087" "ENSDART00000131246.3" "ENSDARG00000090193" "unknown.2692"
"6088" "ENSDART00000131255.2" "ENSDARG00000074036" "unknown.2693"
"6089" "ENSDART00000131275.3" "ENSDARG00000040513" "zgc:92313_t1"
"6090" "ENSDART00000131291.3" "ENSDARG00000043211" "ripk4_t1"
"6091" "ENSDART00000131341.2" "ENSDARG00000091748" "tbx22_g1t2"
"6092" "ENSDART00000131356.2" "ENSDARG00000013153" "unknown.2694"
"6093" "ENSDART00000131361.2" "ENSDARG00000017880" "kcnip3b_g1t1"
"6094" "ENSDART00000131392.2" "ENSDARG00000078297" "unknown.2695"
"6095" "ENSDART00000131403.2" "ENSDARG00000009525" "tial1_t1"
"6096" "ENSDART00000131411.2" "ENSDARG00000003517" "impa1_t2"
"6097" "ENSDART00000131424.3" "ENSDARG00000036215" "unknown.2696"
"6098" "ENSDART00000131430.2" "ENSDARG00000040261" "runx2a_t3"
"6099" "ENSDART00000131437.3" "ENSDARG00000036888" "zgc:153935_g1t2"
"6100" "ENSDART00000131451.2" "ENSDARG00000070930" "CARTPT_g1t1"
"6101" "ENSDART00000131469.2" "ENSDARG00000060884" "NMUR1_g2t1"
"6102" "ENSDART00000131555.2" "ENSDARG00000092862" "unknown.2697"
"6103" "ENSDART00000131561.3" "ENSDARG00000095149" "unknown.2698"
"6104" "ENSDART00000131564.2" "ENSDARG00000006235" "brms1la_t1"
"6105" "ENSDART00000131575.2" "ENSDARG00000017785" "zgc:158689_t2"
"6106" "ENSDART00000131587.2" "ENSDARG00000091990" "unknown.2699"
"6107" "ENSDART00000131593.3" "ENSDARG00000094606" "unknown.2700"
"6108" "ENSDART00000131595.2" "ENSDARG00000092931" "unknown.2701"
"6109" "ENSDART00000131634.2" "ENSDARG00000079575" "unknown.2702"
"6110" "ENSDART00000131654.3" "ENSDARG00000112450" "si:ch211-238e22.2"
"6111" "ENSDART00000131734.2" "ENSDARG00000074820" "si:dkey-253d23.9_t1"
"6112" "ENSDART00000131749.2" "ENSDARG00000060392" "ash2l_t1"
"6113" "ENSDART00000131764.3" "ENSDARG00000029859" "unknown.2703"
"6114" "ENSDART00000131766.3" "ENSDARG00000012222" "nup35_t3"
"6115" "ENSDART00000131793.2" "ENSDARG00000055561" "c1galt1lb_t1"
"6116" "ENSDART00000131808.2" "ENSDARG00000070368" "casp6b.2_t2"
"6117" "ENSDART00000131870.3" "ENSDARG00000056322" "ldb3a_t5"
"6118" "ENSDART00000131880.2" "ENSDARG00000079614" "unknown.2704"
"6119" "ENSDART00000131882.2" "ENSDARG00000069566" "unknown.2705"
"6120" "ENSDART00000131893.2" "ENSDARG00000094824" "unknown.2706"
"6121" "ENSDART00000131917.2" "ENSDARG00000091951" "nuggc.2"
"6122" "ENSDART00000131925.2" "ENSDARG00000055970" "zgc:136971_t1"
"6123" "ENSDART00000131939.2" "ENSDARG00000093612" "unknown.2707"
"6124" "ENSDART00000131946.2" "ENSDARG00000043858" "CDK19_t1"
"6125" "ENSDART00000132017.2" "ENSDARG00000006025" "tp53i11b_t1"
"6126" "ENSDART00000132019.2" "ENSDARG00000056664" "arfip2b_t1"
"6127" "ENSDART00000132034.2" "ENSDARG00000056531" "nutf2_g1t1"
"6128" "ENSDART00000132037.2" "ENSDARG00000077762" "unknown.2708"
"6129" "ENSDART00000132045.2" "ENSDARG00000062465" "unknown.2709"
"6130" "ENSDART00000132049.2" "ENSDARG00000095462" "cela1.2"
"6131" "ENSDART00000132063.3" "ENSDARG00000092653" "unknown.2710"
"6132" "ENSDART00000132068.2" "ENSDARG00000077119" "naxd_t2"
"6133" "ENSDART00000132094.2" "ENSDARG00000109539" "unknown.2711"
"6134" "ENSDART00000132101.2" "ENSDARG00000094414" "unknown.2712"
"6135" "ENSDART00000132124.4" "ENSDARG00000070950" "unknown.2713"
"6136" "ENSDART00000132126.2" "ENSDARG00000018460" "mbnl2_t2"
"6137" "ENSDART00000132141.2" "ENSDARG00000005544" "btbd3a_t1"
"6138" "ENSDART00000132147.2" "ENSDARG00000015460" "racgap1_t2"
"6139" "ENSDART00000132154.4" "ENSDARG00000091909" "unknown.2714"
"6140" "ENSDART00000132160.2" "ENSDARG00000088402" "unknown.2715"
"6141" "ENSDART00000132180.4" "ENSDARG00000058672" "nuggc.3_t2"
"6142" "ENSDART00000132193.3" "ENSDARG00000052910" "wnt8a_t2"
"6143" "ENSDART00000132225.2" "ENSDARG00000052816" "shmt1_t1"
"6144" "ENSDART00000132244.3" "ENSDARG00000005544" "btbd3a_t2"
"6145" "ENSDART00000132264.2" "ENSDARG00000092949" "unknown.2716"
"6146" "ENSDART00000132318.2" "ENSDARG00000077519" "unknown.2717"
"6147" "ENSDART00000132334.2" "ENSDARG00000062702" "unknown.2718"
"6148" "ENSDART00000132336.3" "ENSDARG00000019299" "znf687b_t1"
"6149" "ENSDART00000132351.3" "ENSDARG00000003027" "scnm1_t1"
"6150" "ENSDART00000132389.2" "ENSDARG00000077026" "GPR141"
"6151" "ENSDART00000132420.2" "ENSDARG00000036337" "cers3b_t1"
"6152" "ENSDART00000132427.3" "ENSDARG00000074604" "unknown.2719"
"6153" "ENSDART00000132458.3" "ENSDARG00000027887" "zfyve21_t2"
"6154" "ENSDART00000132459.2" "ENSDARG00000004636" "ccdc9_t1"
"6155" "ENSDART00000132469.2" "ENSDARG00000092973" "unknown.2720"
"6156" "ENSDART00000132490.3" "ENSDARG00000094913" "or93a7"
"6157" "ENSDART00000132492.2" "ENSDARG00000077367" "NTNG2_g1t1"
"6158" "ENSDART00000132518.3" "ENSDARG00000054734" "or71aq1"
"6159" "ENSDART00000132540.3" "ENSDARG00000059028" "srrd_t1"
"6160" "ENSDART00000132541.3" "ENSDARG00000093111" "unknown.2721"
"6161" "ENSDART00000132546.3" "ENSDARG00000104415" "unknown.2722"
"6162" "ENSDART00000132568.2" "ENSDARG00000056294" "SBK1_t1"
"6163" "ENSDART00000132607.3" "ENSDARG00000077542" "unknown.2723"
"6164" "ENSDART00000132611.2" "ENSDARG00000078875" "ADM2"
"6165" "ENSDART00000132613.3" "ENSDARG00000090461" "unknown.2724"
"6166" "ENSDART00000132623.2" "ENSDARG00000017653" "rgs13"
"6167" "ENSDART00000132677.3" "ENSDARG00000044551" "atg9a_t1"
"6168" "ENSDART00000132705.3" "ENSDARG00000052677" "unknown.2725"
"6169" "ENSDART00000132731.2" "ENSDARG00000025555" "ormdl3_g1t1"
"6170" "ENSDART00000132772.2" "ENSDARG00000036040" "atg13_t1"
"6171" "ENSDART00000132774.3" "ENSDARG00000106963" "unknown.2726"
"6172" "ENSDART00000132775.2" "ENSDARG00000034941" "unknown.2727"
"6173" "ENSDART00000132790.4" "ENSDARG00000033889" "spty2d1_t1"
"6174" "ENSDART00000132792.2" "ENSDARG00000028173" "slc4a2a_t1"
"6175" "ENSDART00000132821.2" "ENSDARG00000043569" "unknown.2728"
"6176" "ENSDART00000132835.2" "ENSDARG00000073814" "PAX1_t1"
"6177" "ENSDART00000132876.3" "ENSDARG00000091381" "unknown.2729"
"6178" "ENSDART00000132894.2" "ENSDARG00000069542" "unknown.2730"
"6179" "ENSDART00000132910.2" "ENSDARG00000093053" "unknown.2731"
"6180" "ENSDART00000132916.3" "ENSDARG00000093336" "unknown.2732"
"6181" "ENSDART00000132921.2" "ENSDARG00000074305" "unknown.2733"
"6182" "ENSDART00000132941.2" "ENSDARG00000075765" "si:ch1073-287p18.1_t1"
"6183" "ENSDART00000132944.2" "ENSDARG00000026663" "unknown.2734"
"6184" "ENSDART00000132956.2" "ENSDARG00000056270" "atpaf2_g1t1"
"6185" "ENSDART00000132963.3" "ENSDARG00000091929" "unknown.2735"
"6186" "ENSDART00000132986.3" "ENSDARG00000094634" "unknown.2736"
"6187" "ENSDART00000132998.2" "ENSDARG00000093345" "si:ch73-27e22.7"
"6188" "ENSDART00000133027.2" "ENSDARG00000092022" "unknown.2737"
"6189" "ENSDART00000133049.3" "ENSDARG00000039349" "QRFPR_g1t2"
"6190" "ENSDART00000133081.3" "ENSDARG00000042138" "selp_t2"
"6191" "ENSDART00000133110.4" "ENSDARG00000088082" "unknown.2738"
"6192" "ENSDART00000133134.2" "ENSDARG00000020811" "efemp2b_t1"
"6193" "ENSDART00000133152.2" "ENSDARG00000044544" "zgc:110782_t1"
"6194" "ENSDART00000133187.2" "ENSDARG00000108340" "unknown.2739"
"6195" "ENSDART00000133198.2" "ENSDARG00000092896" "unknown.2740"
"6196" "ENSDART00000133203.2" "ENSDARG00000045548" "lepb"
"6197" "ENSDART00000133245.2" "ENSDARG00000054224" "ipo11_t1"
"6198" "ENSDART00000133250.3" "ENSDARG00000056784" "aire_t2"
"6199" "ENSDART00000133267.5" "ENSDARG00000027618" "GRIP2_t2"
"6200" "ENSDART00000133327.2" "ENSDARG00000071090" "actn2b_g1t1"
"6201" "ENSDART00000133358.3" "ENSDARG00000063292" "ssuh2rs1_t1"
"6202" "ENSDART00000133373.2" "ENSDARG00000037527" "unknown.2741"
"6203" "ENSDART00000133386.2" "ENSDARG00000055952" "unknown.2742"
"6204" "ENSDART00000133403.2" "ENSDARG00000006151" "unknown.2743"
"6205" "ENSDART00000133409.3" "ENSDARG00000040812" "ncf4_g1t1"
"6206" "ENSDART00000133417.3" "ENSDARG00000114572" "unknown.2744"
"6207" "ENSDART00000133426.2" "ENSDARG00000095635" "drll.3"
"6208" "ENSDART00000133431.2" "ENSDARG00000063385" "cenpe_t1"
"6209" "ENSDART00000133434.3" "ENSDARG00000039392" "WNK1_t1"
"6210" "ENSDART00000133437.3" "ENSDARG00000077573" "tmprss13b_t2"
"6211" "ENSDART00000133444.4" "ENSDARG00000091835" "si:ch73-264p11.1_t1"
"6212" "ENSDART00000133446.2" "ENSDARG00000093364" "unknown.2745"
"6213" "ENSDART00000133455.2" "ENSDARG00000075923" "TXNRD2_g1t1"
"6214" "ENSDART00000133511.3" "ENSDARG00000109604" "unknown.2746"
"6215" "ENSDART00000133512.2" "ENSDARG00000079373" "unknown.2747"
"6216" "ENSDART00000133541.2" "ENSDARG00000069540" "si:dkey-30c15.2_g1t1"
"6217" "ENSDART00000133578.2" "ENSDARG00000093985" "si:dkeyp-72a4.1"
"6218" "ENSDART00000133595.2" "ENSDARG00000098651" "unknown.2748"
"6219" "ENSDART00000133627.2" "ENSDARG00000114335" "unknown.2749"
"6220" "ENSDART00000133648.2" "ENSDARG00000109828" "unknown.2750"
"6221" "ENSDART00000133659.3" "ENSDARG00000070109" "ncapg_g1t1"
"6222" "ENSDART00000133693.3" "ENSDARG00000093082" "unknown.2751"
"6223" "ENSDART00000133699.3" "ENSDARG00000035820" "drd4b_t1"
"6224" "ENSDART00000133734.2" "ENSDARG00000087057" "unknown.2752"
"6225" "ENSDART00000133739.3" "ENSDARG00000092948" "unknown.2753"
"6226" "ENSDART00000133746.3" "ENSDARG00000062156" "unknown.2754"
"6227" "ENSDART00000133753.2" "ENSDARG00000005586" "zbtb20_t1"
"6228" "ENSDART00000133766.2" "ENSDARG00000059858" "pappab_t1"
"6229" "ENSDART00000133784.3" "ENSDARG00000034624" "nuf2_t1"
"6230" "ENSDART00000133819.3" "ENSDARG00000090427" "unknown.2755"
"6231" "ENSDART00000133823.2" "ENSDARG00000061688" "arvcfb_t2"
"6232" "ENSDART00000133855.3" "ENSDARG00000095696" "unknown.2756"
"6233" "ENSDART00000133866.2" "ENSDARG00000020871" "PTPRZ1_g1t2"
"6234" "ENSDART00000133876.2" "ENSDARG00000095134" "unknown.2757"
"6235" "ENSDART00000133907.3" "ENSDARG00000057984" "eps8l1a_g1t1"
"6236" "ENSDART00000133914.2" "ENSDARG00000077284" "GDPD5_g1t1"
"6237" "ENSDART00000133954.4" "ENSDARG00000092731" "unknown.2758"
"6238" "ENSDART00000134010.3" "ENSDARG00000040080" "fli1rs_t1"
"6239" "ENSDART00000134031.2" "ENSDARG00000038489" "b3gnt7_t1"
"6240" "ENSDART00000134035.3" "ENSDARG00000075189" "CNTNAP5_g2t1"
"6241" "ENSDART00000134067.2" "ENSDARG00000071656" "unknown.2759"
"6242" "ENSDART00000134069.2" "ENSDARG00000094279" "unknown.2760"
"6243" "ENSDART00000134096.2" "ENSDARG00000028894" "mrgbp_g2t2"
"6244" "ENSDART00000134103.2" "ENSDARG00000007184" "zbtb16a_t1"
"6245" "ENSDART00000134116.2" "ENSDARG00000034855" "ccnb3_g1t1"
"6246" "ENSDART00000134117.3" "ENSDARG00000040713" "rbbp9_t2"
"6247" "ENSDART00000134167.2" "ENSDARG00000089758" "unknown.2761"
"6248" "ENSDART00000134184.3" "ENSDARG00000068503" "gbgt1l4_t1"
"6249" "ENSDART00000134185.2" "ENSDARG00000076321" "col28a2a_t1"
"6250" "ENSDART00000134209.2" "ENSDARG00000055712" "sdhda_t1"
"6251" "ENSDART00000134218.4" "ENSDARG00000075215" "vezt_t2"
"6252" "ENSDART00000134239.2" "ENSDARG00000095062" "unknown.2762"
"6253" "ENSDART00000134270.2" "ENSDARG00000077034" "NMNAT3_t1"
"6254" "ENSDART00000134272.2" "ENSDARG00000030357" "amy2al1_t3"
"6255" "ENSDART00000134278.3" "ENSDARG00000045567" "phpt1_t2"
"6256" "ENSDART00000134282.2" "ENSDARG00000017234" "npy8ar_t1"
"6257" "ENSDART00000134305.2" "ENSDARG00000028163" "prg4b_t1"
"6258" "ENSDART00000134306.2" "ENSDARG00000025600" "or30by1"
"6259" "ENSDART00000134310.2" "ENSDARG00000087753" "NPAS4_t2"
"6260" "ENSDART00000134334.3" "ENSDARG00000102360" "unknown.2763"
"6261" "ENSDART00000134335.2" "ENSDARG00000059549" "AKAP10_t1"
"6262" "ENSDART00000134344.3" "ENSDARG00000094214" "unknown.2764"
"6263" "ENSDART00000134356.3" "ENSDARG00000071573" "lsm5_t1"
"6264" "ENSDART00000134360.3" "ENSDARG00000037964" "lhx2a_t2"
"6265" "ENSDART00000134367.3" "ENSDARG00000028912" "unknown.2765"
"6266" "ENSDART00000134378.2" "ENSDARG00000086345" "CUX2_t1"
